,movie_name,director_name,popularity
8756,With Fire and Sword,Jerzy Hoffman,23
8757,Duma,Carroll Ballard,15
8758,Moon Child,Takahisa Zeze,16
8759,Warlock,Edward Dmytryk,22
8760,Dragonwyck,Joseph L. Mankiewicz,16
8761,Mr. Destiny,James Orr,18
8762,Follow That Dream,Gordon Douglas,15
8763,"Kidnapping, Caucasian Style",Leonid Gaidai,38
8764,Phantom Lady,Robert Siodmak,15
8765,The Collection,Marcus Dunstan,17
8766,"Mystery, Alaska",Jay Roach,16
8767,Shoot to Kill,Roger Spottiswoode,17
8768,Afonya,Georgiy Daneliya,18
8769,Mother and Child,Rodrigo García,17
8770,Detective Dee and the Mystery of the Phantom Flame,Tsui Hark,17
8771,Shelter,Måns Mårlind,15
8772,Shelter,Björn Stein,15
8773,Spanish Movie,Javier Ruiz Caldera,16
8774,Deadly Blessing,Wes Craven,18
8775,Black Eagle,Eric Karson,19
8776,Guest from the Future,Pavel Arsyonov,22
8777,Heroes of Shipka,Sergei Vasilyev,15
8778,Mothra,Ishirō Honda,18
8779,Yeelen,Souleymane Cissé,19
8780,The Cat and the Canary,Paul Leni,28
8781,Heartbeats,Xavier Dolan,26
8782,The Cure,Peter Horton,17
8783,Modigliani,Mick Davis,18
8784,My Cousin Rachel,Henry Koster,20
8785,North Sea Texas,Bavo Defurne,17
8786,The Silent Scream,Bernard Nathanson,19
8787,Mother Joan of the Angels,Jerzy Kawalerowicz,18
8788,Inside Llewyn Davis,Joel Coen,40
8789,Inside Llewyn Davis,Ethan Coen,40
8790,The Amazing Panda Adventure,Christopher Cain,16
8791,Little Manhattan,Mark Levin,20
8792,The Saragossa Manuscript,Wojciech Jerzy Has,29
8793,Hunt to Kill,Keoni Waxman,15
8794,Mrs. Soffel,Gillian Armstrong,16
8795,You Only Live Once,Fritz Lang,21
8796,Salaam-e-Ishq,Nikhil Advani,15
8797,Ishtar,Elaine May,18
8798,Story of a Love Affair,Michelangelo Antonioni,15
8799,The Masque of the Red Death,Roger Corman,19
8800,The Devil's Double,Lee Tamahori,20
8801,The New Daughter,Luiso Berdejo,15
8802,The Color of Pomegranates,Sergei Parajanov,33
8803,Riddick,David Twohy,35
8804,Punchline,David Seltzer,16
8805,Chinese Roulette,Rainer Werner Fassbinder,17
8806,The Assassination of Trotsky,Joseph Losey,20
8807,The Fortune,Mike Nichols,16
8808,Stilyagi,Valery Todorovsky,17
8809,Lucky Pierre,Claude Zidi,15
8810,Poison,Todd Haynes,16
8811,The Slap,Claude Pinoteau,16
8812,Night Train,Jerzy Kawalerowicz,19
8813,Burn!,Gillo Pontecorvo,17
8814,Days of Glory,Jacques Tourneur,15
8815,Dracula 3D,Dario Argento,16
8816,The Bachelor and the Bobby-Soxer,Irving Reis,16
8817,Walk Hard: The Dewey Cox Story,Jake Kasdan,20
8818,Savage Grace,Tom Kalin,17
8819,"Tarzan, the Ape Man",John Derek,17
8820,Ulee's Gold,Victor Nuñez,15
8821,What Have I Done to Deserve This?,Pedro Almodóvar,20
8822,Submerged,Anthony Hickox,19
8823,Because of Winn-Dixie,Wayne Wang,18
8824,Wide Awake,M. Night Shyamalan,15
8825,Hollywood,James Cruze,16
8826,Kiss Me Deadly,Robert Aldrich,25
8827,Mysteries of Lisbon,Raúl Ruiz,15
8828,Alien Nation,Graham Baker,20
8829,Michael the Brave,Sergiu Nicolaescu,15
8830,The St. Valentine's Day Massacre,Roger Corman,16
8831,The Fallen Idol,Carol Reed,24
8832,White House Down,Roland Emmerich,41
8833,Le Amiche,Michelangelo Antonioni,19
8834,10 to Midnight,J. Lee Thompson,16
8835,Ordet,Carl Theodor Dreyer,23
8836,Three Monkeys,Nuri Bilge Ceylan,23
8837,I Killed My Mother,Xavier Dolan,25
8838,The White Balloon,Jafar Panahi,20
8839,Good Burger,Brian Robbins,16
8840,Prince of Foxes,Henry King,15
8841,Simon of the Desert,Luis Buñuel,21
8842,Camera Buff,Krzysztof Kieślowski,16
8843,Plata Quemada,Marcelo Piñeyro,16
8844,Vincent & Theo,Robert Altman,18
8845,Revenge of the Creature,Jack Arnold,22
8846,Rodan,Ishirō Honda,18
8847,A Jihad for Love,Parvez Sharma,18
8848,Night Flight from Moscow,Henri Verneuil,18
8849,A Cage of Nightingales,Jean Dréville,16
8850,10 Rillington Place,Richard Fleischer,16
8851,Les Compères,Francis Veber,18
8852,The Wind,Victor Sjöström,20
8853,The Barbarian and the Geisha,John Huston,15
8854,Rabid,David Cronenberg,16
8855,Swingers,Doug Liman,17
8856,Detour,Edgar G. Ulmer,24
8857,Mesrine,Jean-François Richet,15
8858,Babes in Toyland,Gus Meins,19
8859,Babes in Toyland,Gordon Douglas,19
8860,Babes in Toyland,Charley Rogers,19
8861,Theatre of Blood,Douglas Hickox,16
8862,Pyaasa,Guru Dutt,17
8863,Lost Command,Mark Robson,16
8864,Powder Blue,Timothy Linh Bui,16
8865,Brigham Young,Henry Hathaway,15
8866,The Stranger,Luchino Visconti,19
8867,Il Posto,Ermanno Olmi,21
8868,Naked,Mike Leigh,22
8869,An Unfinished Piece for Mechanical Piano,Nikita Mikhalkov,18
8870,A Few Days from the Life of I.I. Oblomov,Nikita Mikhalkov,15
8871,Zvenigora,Alexander Dovzhenko,17
8872,Thirty Three,Georgiy Daneliya,15
8873,Station for Two,Eldar Ryazanov,23
8874,Road to Life,Nikolai Ekk,20
8875,The Quack,Jerzy Hoffman,17
8876,The Terror,Jack Nicholson,19
8877,The Terror,Francis Ford Coppola,19
8878,The Terror,Roger Corman,19
8879,The Terror,Jack Hill,19
8880,The Terror,Monte Hellman,19
8881,Casper: A Spirited Beginning,Sean McNamara,16
8882,Shanghai Surprise,Jim Goddard,22
8883,Richard III,Laurence Olivier,19
8884,Forest Warrior,Aaron Norris,15
8885,Belorussian Station,Andrei Smirnov,16
8886,Faces,John Cassavetes,20
8887,An Average Little Man,Mario Monicelli,16
8888,Body and Soul,Robert Rossen,18
8889,The Molly Maguires,Martin Ritt,18
8890,The Tales of Hoffmann,Emeric Pressburger,15
8891,The Tales of Hoffmann,Michael Powell,15
8892,Scrooge,Ronald Neame,17
8893,Little Ashes,Paul Morrison,19
8894,The Golden Coach,Jean Renoir,17
8895,Othello,Sergei Yutkevich,19
8896,L'Amore,Roberto Rossellini,15
8897,It,Josef von Sternberg,21
8898,It,Clarence G. Badger,21
8899,Wakko's Wish,Tom Ruegger,16
8900,Wakko's Wish,Liz Holzman,16
8901,Wakko's Wish,Rusty Mills,16
8902,The Forty-First,Grigori Chukhrai,20
8903,Highway,James Cox,16
8904,The Call of the Wild,William Augustus Wellman,16
8905,The Tarnished Angels,Douglas Sirk,18
8906,You and Me,Fritz Lang,15
8907,Flic Story,Jacques Deray,19
8908,3 Ninjas,Jon Turteltaub,18
8909,Assassination,Peter R. Hunt,15
8910,When a Stranger Calls,Fred Walton,16
8911,Colonel Wolodyjowski,Jerzy Hoffman,15
8912,Goodbye Emmanuelle,François Leterrier,16
8913,Power,Sidney Lumet,17
8914,Hideaway,Brett Leonard,15
8915,Love Affair,Glenn Gordon Caron,16
8916,Desire,Frank Borzage,19
8917,Permanent Vacation,Jim Jarmusch,17
8918,Girl No. 217,Mikhail Romm,16
8919,The Kid with a Bike,Luc Dardenne,21
8920,The Kid with a Bike,Jean-Pierre Dardenne,21
8921,Blue Hawaii,Norman Taurog,21
8922,Life in a Day,Kevin Macdonald,20
8923,Problem Child,Dennis Dugan,24
8924,Criss Cross,Robert Siodmak,18
8925,Great Expectations,Mike Newell,19
8926,The Bronte Sisters,André Téchiné,18
8927,Paradise Road,Bruce Beresford,15
8928,Ballad of Siberia,Ivan Pyryev,16
8929,The Andromeda Nebula,Yevgeny Sherstobitov,16
8930,A Funny Thing Happened on the Way to the Forum,Richard Lester,18
8931,Namus,Hamo Beknazarian,17
8932,Two Much,Fernando Trueba,17
8933,Suspect,Peter Yates,17
8934,Murder at 1600,Dwight H. Little,23
8935,Enchanted April,Mike Newell,15
8936,Hercules in the Haunted World,Mario Bava,16
8937,Hercules in the Haunted World,Franco Prosperi,16
8938,The Possession,Ole Bornedal,22
8939,Chelsea Girls,Andy Warhol,15
8940,Chelsea Girls,Paul Morrissey,15
8941,Ram Jaane,Rajiv Mehra,15
8942,The Associate,Donald Petrie,18
8943,Encounter at the Elbe,Grigori Aleksandrov,18
8944,The Unforgettable Year 1919,Mikheil Chiaureli,17
8945,The Elusive Avengers,Edmond Keosayan,16
8946,The Young Guard,Sergei Gerasimov,18
8947,Pirates of the 20th Century,Boris Durov,16
8948,Circus,Grigori Aleksandrov,20
8949,Bed and Sofa,Abram Room,19
8950,Crime and Punishment,Lev Kulidzhanov,19
8951,The New Adventures of the Elusive Avengers,Edmond Keosayan,15
8952,The Haunted Palace,Roger Corman,16
8953,Neverwas,Joshua Michael Stern,16
8954,Tales of Terror,Roger Corman,16
8955,Blood and Sand,Fred Niblo,19
8956,Blood and Sand,Dorothy Arzner,19
8957,They All Laughed,Peter Bogdanovich,20
8958,The Avenging Conscience,D. W. Griffith,16
8959,A Little Romance,George Roy Hill,20
8960,"The Goods: Live Hard, Sell Hard",Neal Brennan,16
8961,Hand of Death,John Woo,17
8962,Two Cents Worth of Hope,Renato Castellani,18
8963,"I Was Born, But...",Yasujirō Ozu,15
8964,The Crazy Stranger,Tony Gatlif,17
8965,Emmanuelle 2,Francis Giacobetti,16
8966,F for Fake,Orson Welles,17
8967,Knock on Any Door,Nicholas Ray,16
8968,Hands Over the City,Francesco Rosi,18
8969,Cops and Robbers,Mario Monicelli,18
8970,Cops and Robbers,Stefano Vanzina,18
8971,The Pumpkin Eater,Jack Clayton,16
8972,A Song Is Born,Howard Hawks,16
8973,Pinky,John Ford,16
8974,Pinky,Elia Kazan,16
8975,The Great Rock 'n' Roll Swindle,Julien Temple,17
8976,The Sin of Harold Diddlebock,Preston Sturges,15
8977,The Burned Barns,Jean Chapot,15
8978,Mio in the Land of Faraway,Vladimir Grammatikov,24
8979,Cossacks of the Kuban,Ivan Pyryev,17
8980,Carnival Night,Eldar Ryazanov,26
8981,Aerograd,Alexander Dovzhenko,20
8982,Shadowboxing,Aleksey Sidorov,16
8983,Hussar Ballad,Eldar Ryazanov,15
8984,Inquest of Pilot Pirx,Marek Piestrak,16
8985,They Fought for Their Country,Sergei Bondarchuk,26
8986,The Twelve Chairs,Leonid Gaidai,24
8987,Farce of the Penguins,Bob Saget,16
8988,The Girls,Yuri Chulyukin,18
8989,The Onion Movie,Tom Kuntz,16
8990,Mojave Moon,Kevin Dowling,18
8991,Mazepa,Vasily Goncharov,19
8992,Tender Scoundrel,Jean Becker,16
8993,The Unholy Three,Tod Browning,17
8994,Boudu Saved from Drowning,Jean Renoir,17
8995,The Most Beautiful,Akira Kurosawa,23
8996,7 Women,John Ford,22
8997,Sling Blade,Billy Bob Thornton,27
8998,The Servant,Joseph Losey,26
8999,Oliver Twist,Frank Lloyd,17
9000,No Way Out,Joseph L. Mankiewicz,15
9001,The Paleface,Norman Z. McLeod,15
9002,Clockers,Spike Lee,15
9003,Boomerang,Elia Kazan,15
9004,The Black Rose,Henry Hathaway,16
9005,Le Petit Nicolas,Laurent Tirard,23
9006,Promise Me This,Emir Kusturica,15
9007,Prey,Darrell Roodt,15
9008,Beauty,Oliver Hermanus,16
9009,Black Sabbath,Mario Bava,17
9010,Dutch in Seven Lessons,Charles Huguenot van der Linden,15
9011,I Live in Fear,Akira Kurosawa,24
9012,Paris When It Sizzles,Richard Quine,23
9013,Byzantium,Neil Jordan,22
9014,Ziegfeld Girl,Robert Z. Leonard,20
9015,Ziegfeld Girl,Busby Berkeley,20
9016,"The Long, Hot Summer",Martin Ritt,23
9017,An American Citizen,J. Searle Dawley,15
9018,Phoebe in Wonderland,Daniel Barnz,15
9019,Belladonna of Sadness,Eiichi Yamamoto,16
9020,So Dear to My Heart,Hamilton Luske,26
9021,So Dear to My Heart,Harold D. Schuster,26
9022,Butterfly's Tongue,José Luis Cuerda,19
9023,A Hole in the Head,Frank Capra,20
9024,Miss Cast Away and the Island Girls,Bryan Michael Stoller,16
9025,Lenin in 1918,Mikhail Romm,21
9026,Any Number Can Win,Henri Verneuil,19
9027,Mega Shark Versus Crocosaurus,Christopher Ray,16
9028,The Yellow Rolls-Royce,Anthony Asquith,19
9029,The Black Pirate,Albert Parker,19
9030,The Wishing Tree,Tengiz Abuladze,19
9031,Daddy-Long-Legs,Alfred Edward Green,18
9032,Daddy-Long-Legs,Marshall Neilan,18
9033,Rosita,Ernst Lubitsch,17
9034,Rosita,Raoul Walsh,17
9035,A Man Escaped,Robert Bresson,22
9036,The Great Gatsby,Elliott Nugent,15
9037,Forbidden Paradise,Ernst Lubitsch,17
9038,Calle Mayor,Juan Antonio Bardem,16
9039,The Silver Chalice,Victor Saville,17
9040,The Diamond Arm,Leonid Gaidai,52
9041,Kiss of Death,Barbet Schroeder,20
9042,Obsession,Brian De Palma,19
9043,Wedlock,Lewis Teague,16
9044,Wristcutters: A Love Story,Goran Dukić,20
9045,Prophecy,John Frankenheimer,15
9046,Scooby-Doo on Zombie Island,Jim Stenstrum,18
9047,Mauvais sang,Leos Carax,15
9048,Besieged,Bernardo Bertolucci,15
9049,Shanghai Triad,Zhang Yimou,15
9050,Justine,Joseph Strick,15
9051,Justine,George Cukor,15
9052,"Angus, Thongs and Perfect Snogging",Gurinder Chadha,21
9053,The Devil Rides Out,Terence Fisher,15
9054,Carandiru,Héctor Babenco,19
9055,Men Without Wings,František Čáp,15
9056,The Count of Monte Cristo,Rowland V. Lee,16
9057,Justice Is Done,André Cayatte,18
9058,The Grudge 3,Toby Wilkins,20
9059,Living with Michael Jackson,Martin Bashir,16
9060,2012: Ice Age,Travis Fort,15
9061,Unaccompanied Minors,Paul Feig,17
9062,Don't Grieve,Georgiy Daneliya,16
9063,The Hidden,Jack Sholder,16
9064,Yanks,John Schlesinger,17
9065,Short Circuit 2,Kenneth Johnson,16
9066,The Quiet Duel,Akira Kurosawa,28
9067,The Bad Sleep Well,Akira Kurosawa,26
9068,La Chinoise,Jean-Luc Godard,20
9069,Blue in the Face,Paul Auster,15
9070,Blue in the Face,Wayne Wang,15
9071,The Doom Generation,Gregg Araki,16
9072,Hard Times,Walter Hill,16
9073,The Bank Dick,Edward F. Cline,18
9074,Hamlet,Grigori Kozintsev,22
9075,The Wings,Mauritz Stiller,16
9076,Neptune's Daughter,Edward Buzzell,19
9077,The Freshman,Sam Taylor,20
9078,The Freshman,Fred C. Newmeyer,20
9079,Through the Olive Trees,Abbas Kiarostami,19
9080,Housefull,Sajid Khan,15
9081,Escape from Fort Bravo,John Sturges,18
9082,The Tin Star,Anthony Mann,19
9083,Romance & Cigarettes,John Turturro,17
9084,Switchback,Jeb Stuart,16
9085,Slither,James Gunn,25
9086,Restoration,Michael Hoffman,17
9087,Twin Dragons,Ringo Lam,20
9088,Twin Dragons,Tsui Hark,20
9089,Stick It,Jessica Bendinger,15
9090,The Man Who Killed Don Quixote,Terry Gilliam,24
9091,Fearless Hyena Part II,Lo Wei,17
9092,You Are Not Alone,Lasse Nielsen,16
9093,You Are Not Alone,Ernst Johansen,16
9094,Alice's Adventures in Wonderland,William Sterling,20
9095,Shchors,Alexander Dovzhenko,17
9096,Shchors,Yuliya Solntseva,17
9097,Hellraiser: Inferno,Scott Derrickson,23
9098,Poison Ivy,Katt Shea,26
9099,City of Joy,Roland Joffé,15
9100,Defence of Sevastopol,Aleksandr Khanzhonkov,25
9101,Defence of Sevastopol,Vasily Goncharov,25
9102,Bon Voyage,Jean-Paul Rappeneau,17
9103,Ruslan and Ludmila,Aleksandr Ptushko,16
9104,Bright Eyes,David Butler,15
9105,El Aura,Fabián Bielinsky,15
9106,It Happened Tomorrow,René Clair,17
9107,Clear Skies,Grigori Chukhrai,18
9108,It's a Boy Girl Thing,Nick Hurran,19
9109,The Spirit of the Beehive,Víctor Erice,27
9110,Torment,Alf Sjöberg,18
9111,Who's That Girl,James Foley,20
9112,Love Field,Jonathan Kaplan,16
9113,The Stratton Story,Sam Wood,16
9114,Pee-wee's Big Adventure,Tim Burton,22
9115,Sleeping Beauty,Julia Leigh,18
9116,The Champ,Franco Zeffirelli,23
9117,Wet Hot American Summer,David Wain,17
9118,Love Me or Leave Me,Charles Vidor,22
9119,First Name: Carmen,Jean-Luc Godard,19
9120,Sanshiro Sugata Part II,Akira Kurosawa,21
9121,One Wonderful Sunday,Akira Kurosawa,24
9122,Spartan,David Mamet,16
9123,Drowning by Numbers,Peter Greenaway,20
9124,Summer Catch,Michael Tollin,16
9125,The Hour-Glass Sanatorium,Wojciech Jerzy Has,20
9126,Scandal,Akira Kurosawa,23
9127,Space Chimps,Kirk DeMicco,19
9128,Barfi!,Anurag Basu,31
9129,A Song to Remember,Charles Vidor,17
9130,"Same Time, Next Year",Robert Mulligan,17
9131,Me and You and Everyone We Know,Miranda July,15
9132,Hester Street,Joan Micklin Silver,16
9133,Earth,Deepa Mehta,21
9134,Dracula's Death,Károly Lajthay,16
9135,The Magnificent Seven Ride!,George McCowan,17
9136,Dark Skies,Scott Stewart,17
9137,"Murder, My Sweet",Edward Dmytryk,19
9138,The Boys in the Band,William Friedkin,16
9139,Cartouche,Philippe de Broca,21
9140,Father of the Bride,Charles Shyer,31
9141,Grey Gardens,David Maysles,15
9142,Grey Gardens,Albert Maysles,15
9143,The Son of No One,Dito Montiel,16
9144,Playing the Field,Gabriele Muccino,24
9145,Sugar & Spice,Francine McDougall,18
9146,Tango,Carlos Saura,18
9147,The Opposite of Sex,Don Roos,17
9148,Lenin in Poland,Sergei Yutkevich,19
9149,"Chill Out, Scooby-Doo!",Joe Sichta,15
9150,Impromptu,James Lapine,15
9151,The Hunter,Daniel Nettheim,15
9152,The Producers,Susan Stroman,25
9153,Designing Woman,Vincente Minnelli,17
9154,Scooby-Doo! and the Loch Ness Monster,Joe Sichta,16
9155,The Star,Nikolai Lebedev,20
9156,Unity,Shaun Monson,15
9157,New Fist of Fury,Lo Wei,20
9158,Spiritual Kung Fu,Lo Wei,16
9159,Soldiers of Freedom,Yuri Ozerov,16
9160,George of the Jungle 2,David Grossman,17
9161,Richard III,Richard Loncraine,16
9162,Vagabond,Agnès Varda,24
9163,Harrison's Flowers,Élie Chouraqui,16
9164,Washington Square,Agnieszka Holland,15
9165,The Best Little Whorehouse in Texas,Colin Higgins,21
9166,Dead of Night,Robert Hamer,16
9167,Dead of Night,Charles Crichton,16
9168,Dead of Night,Alberto Cavalcanti,16
9169,Dead of Night,Basil Dearden,16
9170,Return of the Living Dead Part II,Ken Wiederhorn,16
9171,Trapeze,Carol Reed,19
9172,Thérèse,Alain Cavalier,15
9173,All the Pretty Horses,Billy Bob Thornton,18
9174,All of Me,Carl Reiner,16
9175,When Dinosaurs Ruled the Earth,Val Guest,17
9176,The Stepfather,Nelson McCormick,18
9177,Don't Be Afraid of the Dark,Troy Nixey,25
9178,Touching the Void,Kevin Macdonald,16
9179,Submarino,Thomas Vinterberg,19
9180,That's Life!,Blake Edwards,18
9181,The Contractor,Josef Rusnak,15
9182,The Black Stallion,Carroll Ballard,22
9183,You Can Count on Me,Kenneth Lonergan,16
9184,Tank Girl,Rachel Talalay,22
9185,Drifting Clouds,Aki Kaurismäki,24
9186,Sweet Charity,Bob Fosse,17
9187,The Cooler,Wayne Kramer,17
9188,Scooby-Doo! and the Loch Ness Monster,Scott Jeralds,16
9189,Scooby-Doo! in Where's My Mummy?,Joe Sichta,15
9190,Wrong Turn 5: Bloodlines,Declan O'Brien,23
9191,Rain,Lewis Milestone,16
9192,Bodyguards and Assassins,Teddy Chan,19
9193,Election,Johnnie To,16
9194,The Alphabet Murders,Frank Tashlin,16
9195,Les Visiteurs du Soir,Marcel Carné,16
9196,Yolki,Timur Bekmambetov,18
9197,Yolki,Aleksandr Voytinskiy,18
9198,Yolki,Dmitry Kiselyov,18
9199,Yolki,Ignas Jonynas,18
9200,Blackboards,Samira Makhmalbaf,19
9201,Le Magnifique,Philippe de Broca,17
9202,The House on 92nd Street,Henry Hathaway,17
9203,A Bucket of Blood,Roger Corman,15
9204,Half a Loaf of Kung Fu,Chi-Hwa Chen,16
9205,The King of Marvin Gardens,Bob Rafelson,15
9206,Macbeth,Orson Welles,23
9207,Thoroughly Modern Millie,George Roy Hill,21
9208,Soul Plane,Jessy Terrero,15
9209,Little Vera,Vasili Pichul,28
9210,Buffet froid,Bertrand Blier,16
9211,Sarafina!,Darrell Roodt,16
9212,Film Socialisme,Jean-Luc Godard,15
9213,María Candelaria,Emilio Fernández,18
9214,Days of Darkness,Denys Arcand,16
9215,10 Years,Jamie Linden,15
9216,Gravity,Alfonso Cuarón,75
9217,Operation Y and Other Shurik's Adventures,Leonid Gaidai,38
9218,The Strong Man,Frank Capra,17
9219,My Father the Hero,Gérard Lauzier,16
9220,And Then There Were None,René Clair,22
9221,Cecil B. Demented,John Waters,16
9222,The Body Snatcher,Robert Wise,18
9223,The Hawks and the Sparrows,Pier Paolo Pasolini,25
9224,Fists in the Pocket,Marco Bellocchio,18
9225,The Clique,Michael Lembeck,16
9226,A Cinderella Story: Once Upon a Song,Damon Santostefano,21
9227,Maria's Lovers,Andrei Konchalovsky,16
9228,The Great Warrior Skanderbeg,Sergei Yutkevich,16
9229,Abandon,Stephen Gaghan,16
9230,Cracks,Jordan Scott,15
9231,Children of the Corn: Genesis,Joel Soisson,19
9232,"I, Frankenstein",Stuart Beattie,31
9233,The Hangover Part III,Todd Phillips,41
9234,The Source,Radu Mihăileanu,19
9235,Sunflower,Vittorio De Sica,28
9236,Nurse 3D,Douglas Aarniokoski,18
9237,All Over Me,Alex Sichel,15
9238,After Lucia,Michel Franco,15
9239,Chronicle of the Years of Fire,Mohammed Lakhdar-Hamina,24
9240,The Entity,Sidney J. Furie,17
9241,The Red Tent,Mikhail Kalatozov,23
9242,Quo Vadis,Jerzy Kawalerowicz,17
9243,Hardcore,Paul Schrader,18
9244,At Any Price,Ramin Bahrani,16
9245,Attila,Pietro Francisci,17
9246,The Tall Men,Raoul Walsh,18
9247,King Lear,Grigori Kozintsev,16
9248,See Spot Run,John Whitesell,17
9249,Little Lord Fauntleroy,Alfred Edward Green,15
9250,Little Lord Fauntleroy,Jack Pickford,15
9251,Twixt,Francis Ford Coppola,20
9252,The Apartment,Gilles Mimouni,16
9253,The General Line,Sergei Eisenstein,19
9254,The General Line,Grigori Aleksandrov,19
9255,"Bread, Love and Dreams",Luigi Comencini,21
9256,God's Thunder,Denys de La Patellière,15
9257,Camino,Javier Fesser,15
9258,The Snows of Kilimanjaro,Robert Guédiguian,15
9259,The Fall of Berlin,Mikheil Chiaureli,26
9260,Horns,Alexandre Aja,23
9261,The Miracle of Morgan's Creek,Preston Sturges,15
9262,The Necessary Death of Charlie Countryman,Fredrik Bond,17
9263,Tillie's Punctured Romance,Mack Sennett,26
9264,The Cassandra Cat,Vojtěch Jasný,16
9265,La belle équipe,Julien Duvivier,15
9266,Crocodile,Tobe Hooper,16
9267,Husk,Brett Simmons,16
9268,The Devil Dancer,Fred Niblo,19
9269,The Devil Dancer,H. Bruce Humberstone,19
9270,Call Northside 777,Henry Hathaway,20
9271,Eight Crazy Nights,Seth Kearsley,17
9272,The Sound Barrier,David Lean,20
9273,This Land Is Mine,Jean Renoir,22
9274,"¡Ay, Carmela!",Carlos Saura,19
9275,Cimarron,Anthony Mann,16
9276,Cimarron,Charles Walters,16
9277,Scusa ma ti chiamo amore,Federico Moccia,19
9278,The Story of Piera,Marco Ferreri,16
9279,The Mummy's Hand,Christy Cabanne,21
9280,Come September,Robert Mulligan,17
9281,Husbands,John Cassavetes,17
9282,Darling Lili,Blake Edwards,16
9283,Shorts,Robert Rodriguez,15
9284,Lancelot of the Lake,Robert Bresson,15
9285,Alexandra,Alexander Sokurov,19
9286,The Lovers of Montparnasse,Jacques Becker,21
9287,The Lovers of Montparnasse,Max Ophüls,21
9288,Melody,Waris Hussein,15
9289,Safe,Todd Haynes,15
9290,Bob & Carol & Ted & Alice,Paul Mazursky,21
9291,The Inner Circle,Andrei Konchalovsky,16
9292,Journey into Fear,Orson Welles,16
9293,Journey into Fear,Norman Foster,16
9294,Love Finds Andy Hardy,George B. Seitz,16
9295,The Gang's All Here,Busby Berkeley,17
9296,The Girlfriend Experience,Steven Soderbergh,17
9297,The Bostonians,James Ivory,20
9298,Omkara,Vishal Bhardwaj,20
9299,Ghajini,A. R. Murugadoss,15
9300,The Addiction,Abel Ferrara,17
9301,Love Streams,John Cassavetes,23
9302,The Trip to Bountiful,Peter Masterson,19
9303,The Return of Swamp Thing,Jim Wynorski,17
9304,Lola,Jacques Demy,19
9305,Benji,Joe Camp,16
9306,Beyond the Hills,Cristian Mungiu,22
9307,Mr. Jones,Mike Figgis,20
9308,Seduced and Abandoned,Pietro Germi,17
9309,The Scorpion King 3: Battle for Redemption,Roel Reiné,20
9310,The Night of Counting the Years,Shadi Abdel Salam,15
9311,I Am Cuba,Mikhail Kalatozov,28
9312,Office Romance,Eldar Ryazanov,31
9313,Malicious,Salvatore Samperi,21
9314,Forced Vengeance,James Fargo,16
9315,Dream House,Jim Sheridan,22
9316,Arch of Triumph,Lewis Milestone,18
9317,Chimes at Midnight,Orson Welles,23
9318,The Broken Circle Breakdown,Felix van Groeningen,25
9319,Scarecrow,Rolan Bykov,15
9320,"Pretty Village, Pretty Flame",Srđan Dragojević,20
9321,Carrie,William Wyler,20
9322,Seven Days... Seven Nights,Peter Brook,15
9323,Double Dragon,James Yukich,20
9324,Paulie,John Roberts,29
9325,Deadline – U.S.A.,Richard Brooks,15
9326,Atlantis,Luc Besson,16
9327,Histoire(s) du cinéma,Jean-Luc Godard,15
9328,Ninja,Isaac Florentine,15
9329,"1, 2, 3, Sun",Bertrand Blier,16
9330,Meatballs,Ivan Reitman,15
9331,La Chienne,Jean Renoir,23
9332,Ragtime,Miloš Forman,23
9333,Lilith,Robert Rossen,16
9334,Five Children and It,John Stephenson,15
9335,Grisbi,Jacques Becker,22
9336,Make Way for Tomorrow,Leo McCarey,20
9337,Butterflies Are Free,Milton Katselas,22
9338,Captain Phillips,Paul Greengrass,55
9339,Carmen,Raoul Walsh,15
9340,Chinese Puzzle,Cédric Klapisch,20
9341,Le Beau Mariage,Éric Rohmer,18
9342,The Fugitive,John Ford,18
9343,The Fugitive,Emilio Fernández,18
9344,The Life of Oharu,Kenji Mizoguchi,22
9345,"To Sir, with Love",James Clavell,25
9346,Road to Morocco,David Butler,20
9347,Marked Woman,Michael Curtiz,23
9348,Marked Woman,Lloyd Bacon,23
9349,Francesco,Liliana Cavani,18
9350,Only When I Laugh,Glenn Jordan,15
9351,The Mirror Crack'd,Guy Hamilton,23
9352,The Rain People,Francis Ford Coppola,17
9353,The Mother and the Whore,Jean Eustache,19
9354,The Mummy's Curse,Leslie Goodwins,16
9355,The Mummy's Tomb,Harold Young,15
9356,The Mummy's Ghost,Reginald Le Borg,16
9357,Don't Torture a Duckling,Lucio Fulci,17
9358,Love Letters,William Dieterle,16
9359,Roja,Mani Ratnam,19
9360,Late Autumn,Yasujirō Ozu,15
9361,Dead Man Down,Niels Arden Oplev,19
9362,Rurouni Kenshin,Keishi Ōtomo,16
9363,The Seven Deadly Sins,Eugène Ionesco,17
9364,The Seven Deadly Sins,Jean-Luc Godard,17
9365,The Seven Deadly Sins,Claude Chabrol,17
9366,The Seven Deadly Sins,Édouard Molinaro,17
9367,The Seven Deadly Sins,Jacques Demy,17
9368,The Seven Deadly Sins,Philippe de Broca,17
9369,The Seven Deadly Sins,Roger Vadim,17
9370,House of D,David Duchovny,16
9371,The Judge and the Assassin,Bertrand Tavernier,21
9372,Taxi Blues,Pavel Lungin,16
9373,La Symphonie Pastorale,Jean Delannoy,19
